StoreID,ProductID,InventoryLevel,ReorderThreshold
S001,P0061,95,159
S001,P0061,136,159
S001,P0061,157,159
S001,P0061,94,159
S001,P0061,152,159
S001,P0061,139,159
S001,P0061,130,159
S001,P0061,149,159
S001,P0061,114,159
S001,P0061,138,159
S001,P0061,77,159
S001,P0061,147,159
S001,P0061,139,159
S001,P0061,104,159
S001,P0061,111,159
S001,P0061,73,159
S001,P0061,106,159
S001,P0061,144,159
S001,P0061,135,159
S001,P0061,148,159
S001,P0061,123,159
S001,P0061,104,159
S001,P0061,107,159
S001,P0061,140,159
S001,P0061,141,159
S001,P0061,117,159
S001,P0061,86,159
S001,P0061,150,159
S001,P0061,87,159
S001,P0061,145,159
S001,P0061,106,159
S001,P0061,154,159
S001,P0061,129,159
S001,P0061,97,159
S001,P0061,143,159
S001,P0061,141,159
S001,P0061,112,159
S001,P0061,157,159
S001,P0061,123,159
S001,P0061,46,159
S001,P0061,119,159
S001,P0061,128,159
S001,P0061,66,159
S001,P0061,120,159
S001,P0061,145,159
S001,P0061,120,159
S001,P0061,97,159
S001,P0061,88,159
S001,P0061,123,159
S001,P0061,135,159
S001,P0061,82,159
S001,P0061,76,159
S001,P0061,114,159
S001,P0061,76,159
S001,P0061,98,159
S001,P0061,125,159
S001,P0061,114,159
S001,P0061,112,159
S001,P0061,117,159
S001,P0061,126,159
S001,P0061,130,159
S001,P0061,117,159
S001,P0061,138,159
S001,P0061,120,159
S001,P0061,128,159
S001,P0061,104,159
S001,P0061,147,159
S001,P0061,128,159
S001,P0061,125,159
S001,P0061,131,159
S001,P0061,130,159
S001,P0061,122,159
S001,P0061,150,159
S001,P0061,157,159
S001,P0061,99,159
S001,P0061,84,159
S001,P0061,101,159
S001,P0061,108,159
S001,P0061,158,159
S001,P0061,142,159
S001,P0061,115,159
S001,P0061,149,159
S001,P0061,139,159
S001,P0061,97,159
S001,P0061,95,159
S001,P0061,96,159
S001,P0061,85,159
S001,P0061,139,159
S001,P0061,115,159
S001,P0061,36,159
S001,P0061,110,159
S001,P0061,143,159
S001,P0061,102,159
S001,P0061,112,159
S001,P0061,95,159
S001,P0061,123,159
S001,P0061,143,159
S001,P0061,148,159
S001,P0061,103,159
S001,P0061,107,159
S001,P0061,155,159
S001,P0061,78,159
S001,P0061,93,159
S001,P0061,121,159
S001,P0061,147,159
S001,P0061,149,159
S001,P0061,108,159
S001,P0061,127,159
S001,P0061,63,159
S001,P0061,126,159
S001,P0061,105,159
S001,P0061,131,159
S001,P0061,125,159
S001,P0061,99,159
S001,P0061,127,159
S001,P0061,137,159
S001,P0061,133,159
S001,P0061,121,159
S001,P0061,85,159
S001,P0061,123,159
S001,P0061,102,159
S001,P0061,103,159
S001,P0061,124,159
S001,P0061,95,159
S001,P0061,151,159
S001,P0061,131,159
S001,P0061,145,159
S001,P0061,96,159
S001,P0061,144,159
S001,P0061,112,159
S001,P0061,143,159
S001,P0061,156,159
S001,P0061,69,159
S001,P0061,145,159
S001,P0061,103,159
S001,P0061,142,159
S001,P0061,155,159
S001,P0061,119,159
S001,P0085,105,130
S001,P0085,86,130
S001,P0085,73,130
S001,P0085,98,130
S001,P0085,103,130
S001,P0085,105,130
S001,P0085,96,130
S001,P0085,45,130
S001,P0085,127,130
S001,P0085,93,130
S001,P0085,94,130
S001,P0085,68,130
S001,P0085,89,130
S001,P0085,73,130
S001,P0085,68,130
S001,P0085,97,130
S001,P0085,79,130
S001,P0085,101,130
S001,P0085,121,130
S001,P0085,99,130
S001,P0085,78,130
S001,P0085,128,130
S001,P0085,110,130
S001,P0085,86,130
S001,P0085,90,130
S001,P0085,84,130
S001,P0085,88,130
S001,P0085,124,130
S001,P0085,97,130
S001,P0085,118,130
S001,P0085,123,130
S001,P0085,122,130
S001,P0085,128,130
S001,P0085,95,130
S001,P0085,120,130
S001,P0085,100,130
S001,P0085,123,130
S001,P0085,95,130
S001,P0085,61,130
S001,P0085,113,130
S001,P0085,89,130
S001,P0085,111,130
S001,P0085,116,130
S001,P0085,124,130
S001,P0085,106,130
S001,P0085,97,130
S001,P0085,107,130
S001,P0085,46,130
S001,P0085,96,130
S001,P0085,121,130
S001,P0085,102,130
S001,P0085,99,130
S001,P0085,95,130
S001,P0085,111,130
S001,P0085,109,130
S001,P0085,111,130
S001,P0085,107,130
S001,P0085,128,130
S001,P0085,120,130
S001,P0085,92,130
S001,P0085,101,130
S001,P0085,127,130
S001,P0085,72,130
S001,P0085,119,130
S001,P0085,104,130
S001,P0085,86,130
S001,P0085,96,130
S001,P0085,108,130
S001,P0085,78,130
S001,P0085,122,130
S001,P0085,108,130
S001,P0085,100,130
S001,P0085,112,130
S001,P0085,123,130
S001,P0085,121,130
S001,P0085,99,130
S001,P0085,121,130
S001,P0085,95,130
S001,P0085,93,130
S001,P0085,72,130
S001,P0085,109,130
S001,P0085,127,130
S001,P0085,111,130
S001,P0085,90,130
S001,P0085,93,130
S001,P0085,93,130
S001,P0085,100,130
S001,P0085,58,130
S001,P0085,70,130
S001,P0085,111,130
S001,P0085,57,130
S001,P0085,114,130
S001,P0085,99,130
S001,P0085,74,130
S001,P0085,92,130
S001,P0085,118,130
S001,P0085,102,130
S001,P0085,80,130
S001,P0085,120,130
S001,P0085,50,130
S001,P0085,120,130
S001,P0085,103,130
S001,P0085,122,130
S001,P0085,74,130
S001,P0085,99,130
S001,P0085,128,130
S001,P0085,36,130
S001,P0085,125,130
S001,P0085,120,130
S001,P0085,99,130
S001,P0085,112,130
S001,P0085,93,130
S001,P0085,117,130
S001,P0085,126,130
S001,P0085,75,130
S001,P0085,78,130
S001,P0085,114,130
S001,P0085,95,130
S001,P0085,93,130
S001,P0085,100,130
S001,P0085,94,130
S001,P0085,87,130
S001,P0085,74,130
S001,P0085,126,130
S001,P0085,50,130
S001,P0085,76,130
S001,P0085,88,130
S001,P0085,115,130
S001,P0085,91,130
S001,P0085,68,130
S001,P0085,119,130
S001,P0085,122,130
S001,P0085,125,130
S001,P0085,88,130
S001,P0085,112,130
S001,P0085,83,130
S001,P0085,44,130
S001,P0085,110,130
S001,P0085,113,130
S001,P0085,105,130
S001,P0085,99,130
S001,P0085,62,130
S001,P0085,60,130
S001,P0085,128,130
S001,P0085,122,130
S001,P0085,72,130
S001,P0085,59,130
S001,P0085,116,130
S001,P0085,72,130
S001,P0085,113,130
S001,P0085,124,130
S001,P0085,124,130
S001,P0085,117,130
S001,P0085,127,130
S001,P0085,106,130
S001,P0085,77,130
S001,P0085,57,130
S001,P0085,113,130
S001,P0085,105,130
S001,P0085,37,130
S001,P0085,93,130
S001,P0085,82,130
S001,P0085,127,130
S001,P0085,88,130
S001,P0085,123,130
S001,P0085,79,130
S001,P0085,126,130
S001,P0085,102,130
S001,P0085,103,130
S001,P0085,101,130
S001,P0085,88,130
S001,P0085,86,130
S001,P0085,102,130
S001,P0085,80,130
S001,P0085,114,130
S001,P0085,110,130
S001,P0085,118,130
S001,P0085,51,130
S001,P0085,71,130
S001,P0085,111,130
S001,P0085,99,130
S001,P0085,65,130
S001,P0085,84,130
S001,P0085,117,130
S001,P0085,118,130
S001,P0085,94,130
S001,P0085,107,130
S001,P0085,110,130
S001,P0085,127,130
S001,P0085,104,130
S001,P0085,119,130
S001,P0085,47,130
S001,P0085,100,130
S001,P0085,70,130
S001,P0085,73,130
S001,P0085,128,130
S001,P0085,124,130
S001,P0085,107,130
S001,P0085,87,130
S001,P0085,78,130
S001,P0085,106,130
S001,P0085,116,130
S001,P0085,73,130
S001,P0085,127,130
S001,P0085,76,130
S001,P0085,64,130
S001,P0085,44,130
S001,P0085,113,130
S001,P0085,55,130
S001,P0085,108,130
S001,P0085,74,130
S001,P0085,126,130
S001,P0085,49,130
S001,P0085,113,130
S001,P0085,104,130
S001,P0085,90,130
S001,P0085,89,130
S001,P0085,93,130
S001,P0085,109,130
S001,P0085,96,130
S001,P0085,99,130
S001,P0085,114,130
S001,P0085,93,130
S001,P0085,81,130
S001,P0085,106,130
S001,P0085,73,130
S001,P0085,100,130
S001,P0085,95,130
S001,P0085,86,130
S001,P0085,114,130
S001,P0085,116,130
S001,P0085,119,130
S001,P0085,117,130
S001,P0085,69,130
S001,P0085,69,130
S001,P0085,54,130
S001,P0085,104,130
S001,P0085,113,130
S001,P0085,108,130
S001,P0085,92,130
S001,P0085,129,130
S001,P0085,49,130
S001,P0085,92,130
S001,P0085,25,130
S001,P0085,81,130
S001,P0085,106,130
S001,P0085,103,130
S001,P0085,87,130
S001,P0085,32,130
S001,P0085,70,130
S001,P0085,123,130
S001,P0085,118,130
S001,P0085,100,130
S001,P0085,108,130
S001,P0085,68,130
S001,P0085,104,130
S001,P0085,110,130
S001,P0085,128,130
S001,P0085,103,130
S001,P0085,119,130
S001,P0085,122,130
S001,P0085,117,130
S001,P0085,113,130
S001,P0085,90,130
S001,P0085,122,130
S001,P0085,100,130
S001,P0085,124,130
S001,P0085,79,130
S001,P0085,119,130
S001,P0085,126,130
S001,P0085,92,130
S001,P0085,116,130
S001,P0085,123,130
S001,P0085,120,130
S001,P0085,124,130
S001,P0085,31,130
S001,P0085,87,130
S001,P0085,71,130
S001,P0085,107,130
S001,P0085,96,130
S001,P0085,98,130
S001,P0085,118,130
S001,P0085,72,130
S001,P0085,101,130
S001,P0085,93,130
S001,P0085,101,130
S001,P0085,109,130
S001,P0085,99,130
S001,P0085,125,130
S001,P0085,118,130
S001,P0085,122,130
S001,P0085,86,130
S001,P0085,94,130
S001,P0085,71,130
S001,P0085,37,130
S001,P0085,89,130
S001,P0085,106,130
S001,P0085,108,130
S001,P0085,61,130
S001,P0085,105,130
S001,P0085,89,130
S001,P0085,129,130
S001,P0085,125,130
S001,P0085,123,130
S001,P0085,96,130
S001,P0085,92,130
S001,P0085,81,130
S001,P0085,124,130
S001,P0085,35,130
S001,P0085,59,130
S001,P0085,110,130
S001,P0085,119,130
S001,P0085,100,130
S001,P0085,117,130
S001,P0085,106,130
S001,P0085,116,130
S001,P0085,76,130
S001,P0085,118,130
S001,P0085,102,130
S001,P0085,71,130
S001,P0085,92,130
S001,P0085,43,130
S001,P0085,88,130
S001,P0085,112,130
S001,P0085,106,130
S001,P0085,99,130
S001,P0085,123,130
S001,P0085,128,130
S001,P0085,84,130
S001,P0085,105,130
S001,P0085,122,130
S001,P0085,114,130
S001,P0085,79,130
S001,P0085,126,130
S001,P0085,89,130
S001,P0085,125,130
S001,P0085,68,130
S001,P0085,81,130
S001,P0085,109,130
S001,P0085,111,130
S001,P0085,127,130
S001,P0085,67,130
S001,P0085,78,130
S001,P0085,102,130
S001,P0085,114,130
S001,P0085,111,130
S001,P0085,128,130
S001,P0085,129,130
S001,P0068,70,129
S001,P0068,116,129
S001,P0068,105,129
S001,P0068,109,129
S001,P0068,103,129
S001,P0068,118,129
S001,P0068,113,129
S001,P0068,126,129
S001,P0068,116,129
S001,P0068,104,129
S001,P0068,90,129
S001,P0068,127,129
S001,P0068,88,129
S001,P0068,96,129
S001,P0068,74,129
S001,P0068,88,129
S001,P0068,86,129
S001,P0068,121,129
S001,P0068,97,129
S001,P0068,88,129
S001,P0068,85,129
S001,P0068,124,129
S001,P0068,95,129
S001,P0068,121,129
S001,P0068,100,129
S001,P0068,87,129
S001,P0068,99,129
S001,P0068,118,129
S001,P0068,102,129
S001,P0068,93,129
S001,P0068,105,129
S001,P0068,107,129
S001,P0068,112,129
S001,P0068,98,129
S001,P0068,121,129
S001,P0068,95,129
S001,P0068,99,129
S001,P0068,119,129
S001,P0068,120,129
S001,P0068,121,129
S001,P0068,105,129
S001,P0068,126,129
S001,P0068,93,129
S001,P0068,128,129
S001,P0068,122,129
S001,P0068,35,129
S001,P0068,112,129
S001,P0068,110,129
S001,P0068,88,129
S001,P0068,103,129
S001,P0068,74,129
S001,P0068,91,129
S001,P0068,118,129
S001,P0068,128,129
S001,P0068,126,129
S001,P0068,108,129
S001,P0068,40,129
S001,P0068,120,129
S001,P0068,62,129
S001,P0068,127,129
S001,P0068,125,129
S001,P0068,35,129
S001,P0068,97,129
S001,P0068,89,129
S001,P0068,95,129
S001,P0068,52,129
S001,P0068,90,129
S001,P0068,100,129
S001,P0068,60,129
S001,P0068,76,129
S001,P0068,75,129
S001,P0068,127,129
S001,P0068,94,129
S001,P0068,98,129
S001,P0068,86,129
S001,P0068,72,129
S001,P0068,123,129
S001,P0068,98,129
S001,P0068,108,129
S001,P0068,83,129
S001,P0068,88,129
S001,P0068,98,129
S001,P0068,98,129
S001,P0068,119,129
S001,P0068,114,129
S001,P0068,99,129
S001,P0068,110,129
S001,P0068,71,129
S001,P0068,56,129
S001,P0068,113,129
S001,P0068,110,129
S001,P0068,55,129
S001,P0068,101,129
S001,P0068,106,129
S001,P0068,68,129
S001,P0068,83,129
S001,P0068,78,129
S001,P0068,126,129
S001,P0068,127,129
S001,P0068,90,129
S001,P0068,91,129
S001,P0068,79,129
S001,P0068,116,129
S001,P0068,107,129
S001,P0068,79,129
S001,P0068,61,129
S001,P0068,70,129
S001,P0068,128,129
S001,P0068,113,129
S001,P0068,113,129
S001,P0068,97,129
S001,P0068,128,129
S001,P0068,80,129
S001,P0068,27,129
S001,P0068,71,129
S001,P0068,124,129
S001,P0068,104,129
S001,P0068,119,129
S001,P0068,110,129
S001,P0068,79,129
S001,P0068,35,129
S001,P0068,114,129
S001,P0068,88,129
S001,P0068,63,129
S001,P0068,112,129
S001,P0068,52,129
S001,P0068,123,129
S001,P0068,53,129
S001,P0068,81,129
S001,P0068,100,129
S001,P0068,124,129
S001,P0068,127,129
S001,P0068,41,129
S001,P0068,125,129
S001,P0068,86,129
S001,P0068,119,129
S001,P0068,98,129
S001,P0068,89,129
S001,P0068,50,129
S001,P0068,105,129
S001,P0068,87,129
S001,P0068,110,129
S001,P0068,69,129
S001,P0068,82,129
S001,P0068,126,129
S001,P0068,123,129
S001,P0068,109,129
S001,P0068,128,129
S001,P0068,49,129
S001,P0068,117,129
S001,P0068,118,129
S001,P0068,96,129
S001,P0068,122,129
S001,P0068,107,129
S001,P0068,90,129
S001,P0068,117,129
S001,P0068,61,129
S001,P0068,79,129
S001,P0068,85,129
S001,P0068,40,129
S001,P0068,111,129
S001,P0068,81,129
S001,P0068,119,129
S001,P0068,109,129
S001,P0068,123,129
S001,P0068,91,129
S001,P0068,66,129
S001,P0068,99,129
S001,P0068,73,129
S001,P0068,74,129
S001,P0068,58,129
S001,P0068,104,129
S001,P0068,84,129
S001,P0068,106,129
S001,P0068,122,129
S001,P0068,83,129
S001,P0068,84,129
S001,P0068,123,129
S001,P0068,122,129
S001,P0068,103,129
S001,P0068,85,129
S001,P0068,115,129
S001,P0068,76,129
S001,P0068,47,129
S001,P0068,82,129
S001,P0068,69,129
S001,P0068,58,129
S001,P0068,113,129
S001,P0068,95,129
S001,P0068,122,129
S001,P0068,116,129
S001,P0068,88,129
S001,P0068,118,129
S001,P0068,84,129
S001,P0068,118,129
S001,P0068,72,129
S001,P0068,87,129
S001,P0068,107,129
S001,P0068,92,129
S001,P0068,121,129
S001,P0068,127,129
S001,P0068,73,129
S001,P0068,57,129
S001,P0068,110,129
S001,P0068,127,129
S001,P0068,90,129
S001,P0068,99,129
S001,P0068,90,129
S001,P0068,97,129
S001,P0068,127,129
S001,P0068,109,129
S001,P0068,114,129
S001,P0068,65,129
S001,P0068,124,129
S001,P0068,127,129
S001,P0068,79,129
S001,P0068,103,129
S001,P0068,108,129
S001,P0068,99,129
S001,P0068,27,129
S001,P0068,109,129
S001,P0068,117,129
S001,P0068,68,129
S001,P0068,78,129
S001,P0068,79,129
S001,P0068,123,129
S001,P0068,81,129
S001,P0068,58,129
S001,P0068,105,129
S001,P0068,111,129
S001,P0068,81,129
S001,P0068,114,129
S001,P0068,69,129
S001,P0068,121,129
S001,P0068,125,129
S001,P0068,113,129
S001,P0068,121,129
S001,P0068,93,129
S001,P0068,120,129
S001,P0068,106,129
S001,P0068,89,129
S001,P0068,64,129
S001,P0068,109,129
S001,P0068,107,129
S001,P0068,84,129
S001,P0068,114,129
S001,P0068,40,129
S001,P0068,91,129
S001,P0068,80,129
S001,P0068,99,129
S001,P0068,125,129
S001,P0068,94,129
S001,P0068,120,129
S001,P0068,102,129
S001,P0068,53,129
S001,P0068,91,129
S001,P0068,119,129
S001,P0068,71,129
S001,P0068,116,129
S001,P0068,68,129
S001,P0068,126,129
S001,P0068,102,129
S001,P0068,73,129
S001,P0068,90,129
S001,P0068,123,129
S001,P0068,71,129
S001,P0068,124,129
S001,P0068,86,129
S001,P0068,126,129
S001,P0068,83,129
S001,P0068,128,129
S001,P0068,110,129
S001,P0068,115,129
S001,P0068,99,129
S001,P0068,82,129
S001,P0068,126,129
S001,P0068,125,129
S001,P0068,89,129
S001,P0068,79,129
S001,P0068,71,129
S001,P0068,112,129
S001,P0068,75,129
S001,P0068,65,129
S001,P0068,110,129
S001,P0068,128,129
S001,P0068,76,129
S001,P0068,69,129
S001,P0068,59,129
S001,P0068,106,129
S001,P0068,80,129
S001,P0068,95,129
S001,P0068,125,129
S001,P0068,113,129
S001,P0068,111,129
S001,P0068,69,129
S001,P0068,57,129
S001,P0068,22,129
S001,P0068,61,129
S001,P0068,52,129
S001,P0068,47,129
S001,P0068,87,129
S001,P0068,111,129
S001,P0068,120,129
S001,P0068,109,129
S001,P0068,76,129
S001,P0068,118,129
S001,P0068,77,129
S001,P0068,110,129
S001,P0068,123,129
S001,P0068,123,129
S001,P0068,115,129
S001,P0068,126,129
S001,P0068,120,129
S001,P0068,99,129
S001,P0068,86,129
S001,P0068,95,129
S001,P0068,113,129
S001,P0068,97,129
S001,P0068,126,129
S001,P0068,78,129
S001,P0068,70,129
S001,P0068,125,129
S001,P0068,73,129
S001,P0068,115,129
S001,P0068,52,129
S001,P0068,70,129
S001,P0068,128,129
S001,P0068,120,129
S001,P0068,78,129
S001,P0068,121,129
S001,P0068,86,129
S001,P0068,75,129
S001,P0068,92,129
S001,P0068,77,129
S001,P0068,126,129
S001,P0068,118,129
S001,P0068,121,129
S001,P0068,67,129
S001,P0068,97,129
S001,P0068,65,129
S001,P0068,104,129
S001,P0068,110,129
S001,P0068,77,129
S001,P0068,82,129
S001,P0068,106,129
S001,P0068,126,129
S001,P0068,60,129
S001,P0068,98,129
S001,P0068,100,129
S001,P0126,137,157
S001,P0126,135,157
S001,P0126,81,157
S001,P0126,147,157
S001,P0126,140,157
S001,P0126,126,157
S001,P0126,123,157
S001,P0126,120,157
S001,P0126,119,157
S001,P0126,133,157
S001,P0126,51,157
S001,P0126,101,157
S001,P0126,45,157
S001,P0126,146,157
S001,P0126,138,157
S001,P0126,91,157
S001,P0126,150,157
S001,P0126,150,157
S001,P0126,96,157
S001,P0126,112,157
S001,P0126,131,157
S001,P0126,103,157
S001,P0126,119,157
S001,P0126,109,157
S001,P0126,120,157
S001,P0126,128,157
S001,P0126,114,157
S001,P0126,115,157
S001,P0126,144,157
S001,P0126,148,157
S001,P0126,117,157
S001,P0126,87,157
S001,P0126,129,157
S001,P0126,147,157
S001,P0126,133,157
S001,P0126,78,157
S001,P0126,101,157
S001,P0126,105,157
S001,P0126,116,157
S001,P0126,73,157
S001,P0126,100,157
S001,P0126,128,157
S001,P0126,136,157
S001,P0126,87,157
S001,P0126,127,157
S001,P0126,56,157
S001,P0126,112,157
S001,P0126,119,157
S001,P0126,64,157
S001,P0126,115,157
S001,P0126,122,157
S001,P0126,152,157
S001,P0126,69,157
S001,P0126,150,157
S001,P0126,143,157
S001,P0126,144,157
S001,P0126,156,157
S001,P0126,123,157
S001,P0126,152,157
S001,P0126,103,157
S001,P0126,114,157
S001,P0126,62,157
S001,P0126,124,157
S001,P0126,109,157
S001,P0126,34,157
S001,P0126,104,157
S001,P0126,90,157
S001,P0126,112,157
S001,P0126,131,157
S001,P0126,109,157
S001,P0126,145,157
S001,P0126,125,157
S001,P0126,124,157
S001,P0126,103,157
S001,P0126,80,157
S001,P0126,99,157
S001,P0126,40,157
S001,P0126,123,157
S001,P0126,155,157
S001,P0126,139,157
S001,P0126,87,157
S001,P0126,97,157
S001,P0126,104,157
S001,P0126,133,157
S001,P0126,148,157
S001,P0126,59,157
S001,P0126,125,157
S001,P0126,123,157
S001,P0126,48,157
S001,P0126,103,157
S001,P0126,86,157
S001,P0126,84,157
S001,P0126,116,157
S001,P0126,92,157
S001,P0126,111,157
S001,P0126,111,157
S001,P0126,69,157
S001,P0126,110,157
S001,P0126,129,157
S001,P0126,144,157
S001,P0126,142,157
S001,P0126,122,157
S001,P0126,120,157
S001,P0126,98,157
S001,P0126,147,157
S001,P0126,108,157
S001,P0126,133,157
S001,P0126,100,157
S001,P0126,78,157
S001,P0126,89,157
S001,P0126,145,157
S001,P0126,144,157
S001,P0126,112,157
S001,P0126,110,157
S001,P0126,122,157
S001,P0126,93,157
S001,P0126,155,157
S001,P0126,135,157
S001,P0126,106,157
S001,P0126,156,157
S001,P0126,132,157
S001,P0126,119,157
S001,P0126,74,157
S001,P0126,126,157
S001,P0126,127,157
S001,P0126,139,157
S001,P0126,85,157
S001,P0126,69,157
S001,P0126,95,157
S001,P0126,127,157
S001,P0126,71,157
S001,P0126,85,157
S001,P0126,114,157
S001,P0126,148,157
S001,P0126,140,157
S001,P0126,88,157
S001,P0126,92,157
S001,P0126,149,157
S001,P0126,128,157
S001,P0126,70,157
S001,P0126,140,157
S001,P0126,149,157
S001,P0126,145,157
S001,P0126,148,157
S001,P0126,95,157
S001,P0126,126,157
S001,P0126,137,157
S001,P0126,106,157
S001,P0126,86,157
S001,P0126,138,157
S001,P0126,123,157
S001,P0126,116,157
S001,P0126,143,157
S001,P0126,154,157
S001,P0126,150,157
S001,P0126,115,157
S001,P0126,145,157
S001,P0126,127,157
S001,P0126,140,157
S001,P0126,120,157
S001,P0126,133,157
S001,P0126,97,157
S001,P0126,118,157
S001,P0126,90,157
S001,P0126,61,157
S001,P0126,97,157
S001,P0126,113,157
S001,P0126,113,157
S001,P0126,147,157
S001,P0126,56,157
S001,P0126,80,157
S001,P0126,136,157
S001,P0126,139,157
S001,P0126,109,157
S001,P0126,134,157
S001,P0126,120,157
S001,P0126,105,157
S001,P0126,144,157
S001,P0126,143,157
S001,P0126,139,157
S001,P0126,57,157
S001,P0126,134,157
S001,P0126,38,157
S001,P0126,134,157
S001,P0126,99,157
S001,P0126,88,157
S001,P0126,111,157
S001,P0126,134,157
S001,P0126,89,157
S001,P0126,148,157
S001,P0126,115,157
S001,P0126,155,157
S001,P0126,69,157
S001,P0126,88,157
S001,P0126,139,157
S001,P0126,98,157
S001,P0126,151,157
S001,P0126,113,157
S001,P0126,136,157
S001,P0126,153,157
S001,P0126,152,157
S001,P0126,140,157
S001,P0126,107,157
S001,P0126,106,157
S001,P0126,135,157
S001,P0126,126,157
S001,P0126,123,157
S001,P0126,138,157
S001,P0126,130,157
S001,P0126,81,157
S001,P0126,129,157
S001,P0126,130,157
S001,P0126,115,157
S001,P0126,122,157
S001,P0126,150,157
S001,P0126,115,157
S001,P0126,73,157
S001,P0126,150,157
S001,P0126,73,157
S001,P0126,103,157
S001,P0126,143,157
S001,P0126,125,157
S001,P0126,57,157
S001,P0126,94,157
S001,P0126,128,157
S001,P0126,156,157
S001,P0126,152,157
S001,P0126,154,157
S001,P0126,86,157
S001,P0126,138,157
S001,P0126,92,157
S001,P0126,139,157
S001,P0126,49,157
S001,P0126,127,157
S001,P0126,105,157
S001,P0126,148,157
S001,P0126,145,157
S001,P0126,98,157
S001,P0126,133,157
S001,P0126,87,157
S001,P0126,67,157
S001,P0126,136,157
S001,P0126,102,157
S001,P0126,138,157
S001,P0126,109,157
S001,P0126,145,157
S001,P0126,115,157
S001,P0126,113,157
S001,P0126,137,157
S001,P0126,141,157
S001,P0126,137,157
S001,P0126,138,157
S001,P0126,117,157
S001,P0126,116,157
S001,P0126,146,157
S001,P0126,143,157
S001,P0126,75,157
S001,P0126,143,157
S001,P0126,127,157
S001,P0126,136,157
S001,P0126,107,157
S001,P0126,151,157
S001,P0126,136,157
S001,P0126,140,157
S001,P0126,111,157
S001,P0126,113,157
S001,P0126,134,157
S001,P0126,71,157
S001,P0126,131,157
S001,P0126,110,157
S001,P0126,147,157
S001,P0126,125,157
S001,P0126,128,157
S001,P0126,131,157
S001,P0126,116,157
S001,P0126,80,157
S001,P0126,112,157
S001,P0126,122,157
S001,P0126,133,157
S001,P0126,156,157
S001,P0126,114,157
S001,P0126,61,157
S001,P0126,100,157
S001,P0126,151,157
S001,P0126,114,157
S001,P0126,104,157
S001,P0126,143,157
S001,P0126,130,157
S001,P0126,105,157
S001,P0126,82,157
S001,P0126,154,157
S001,P0126,109,157
S001,P0126,110,157
S001,P0126,128,157
S001,P0126,114,157
S001,P0126,133,157
S001,P0126,112,157
S001,P0126,118,157
S001,P0126,95,157
S001,P0126,114,157
S001,P0126,144,157
S001,P0126,137,157
S001,P0126,78,157
S001,P0126,68,157
S001,P0126,128,157
S001,P0126,126,157
S001,P0126,143,157
S001,P0126,99,157
S001,P0126,128,157
S001,P0126,100,157
S001,P0126,146,157
S001,P0126,146,157
S001,P0126,153,157
S001,P0126,139,157
S001,P0126,129,157
S001,P0126,152,157
S001,P0126,146,157
S001,P0126,144,157
S001,P0126,149,157
S001,P0126,141,157
S001,P0126,119,157
S001,P0126,121,157
S001,P0126,106,157
S001,P0126,146,157
S001,P0126,141,157
S001,P0126,118,157
S001,P0126,153,157
S001,P0126,144,157
S001,P0126,145,157
S001,P0126,156,157
S001,P0126,73,157
S001,P0126,118,157
S001,P0126,91,157
S001,P0126,130,157
S001,P0126,84,157
S001,P0126,117,157
S001,P0126,129,157
S001,P0126,115,157
S001,P0126,96,157
S001,P0126,109,157
S001,P0126,112,157
S001,P0126,104,157
S001,P0126,100,157
S001,P0126,123,157
S001,P0126,113,157
S001,P0126,71,157
S001,P0126,150,157
S001,P0126,106,157
S001,P0126,112,157
S001,P0126,140,157
S001,P0126,121,157
S001,P0126,132,157
S001,P0126,137,157
S001,P0126,144,157
S001,P0126,136,157
S001,P0126,78,157
S001,P0126,139,157
S001,P0126,138,157
S001,P0126,63,157
S001,P0126,129,157
S001,P0126,97,157
S001,P0126,88,157
S001,P0126,136,157
S001,P0126,134,157
S001,P0126,146,157
S001,P0126,113,157
S001,P0126,57,157
S001,P0126,144,157
S001,P0126,111,157
S001,P0126,103,157
S001,P0126,76,157
S001,P0126,136,157
S001,P0126,87,157
S001,P0126,131,157
S001,P0126,128,157
S001,P0126,141,157
S001,P0126,109,157
S001,P0126,90,157
S001,P0126,117,157
S001,P0126,138,157
S001,P0126,120,157
S001,P0126,122,157
S001,P0126,85,157
S001,P0126,90,157
S001,P0126,146,157
S001,P0126,139,157
S001,P0126,143,157
S001,P0126,81,157
S001,P0126,139,157
S001,P0126,124,157
S001,P0126,51,157
S001,P0126,83,157
S001,P0126,149,157
S001,P0126,108,157
S001,P0126,154,157
S001,P0126,127,157
S001,P0126,132,157
S001,P0126,50,157
S001,P0126,143,157
S001,P0126,70,157
S001,P0126,108,157
S001,P0126,152,157
S001,P0126,125,157
S001,P0126,115,157
S001,P0126,139,157
S001,P0126,138,157
S001,P0126,156,157
S001,P0133,131,157
S001,P0133,144,157
S001,P0133,145,157
S001,P0133,124,157
S001,P0133,140,157
S001,P0133,111,157
S001,P0133,127,157
S001,P0133,147,157
S001,P0133,113,157
S001,P0133,132,157
S001,P0133,89,157
S001,P0133,139,157
S001,P0133,122,157
S001,P0133,149,157
S001,P0133,32,157
S001,P0133,156,157
S001,P0133,144,157
S001,P0133,150,157
S001,P0133,144,157
S001,P0133,90,157
S001,P0133,111,157
S001,P0133,100,157
S001,P0133,146,157
S001,P0133,130,157
S001,P0133,112,157
S001,P0133,90,157
S001,P0133,120,157
S001,P0133,156,157
