ProductID,PDate,MovingAvgUnitsSold
P0069,2023-06-15,90.43
P0069,2023-06-15,95.00
P0069,2023-06-16,94.57
P0069,2023-06-16,96.71
P0069,2023-06-16,92.57
P0069,2023-06-16,105.00
P0069,2023-06-16,95.57
P0069,2023-06-17,89.57
P0069,2023-06-17,87.29
P0069,2023-06-17,95.71
P0069,2023-06-17,96.71
P0069,2023-06-17,100.71
P0069,2023-06-18,94.29
P0069,2023-06-18,105.00
P0069,2023-06-18,102.57
P0069,2023-06-18,95.00
P0069,2023-06-18,86.71
P0069,2023-06-19,87.57
P0069,2023-06-19,87.86
P0069,2023-06-19,79.57
P0069,2023-06-19,79.29
P0069,2023-06-19,73.43
P0069,2023-06-20,78.00
P0069,2023-06-20,74.14
P0069,2023-06-20,76.86
P0069,2023-06-20,75.14
P0069,2023-06-20,81.14
P0069,2023-06-21,80.57
P0069,2023-06-21,86.29
P0069,2023-06-21,84.43
P0069,2023-06-21,87.14
P0069,2023-06-21,82.86
P0069,2023-06-22,81.71
P0069,2023-06-22,79.29
P0069,2023-06-22,81.43
P0069,2023-06-22,80.29
P0069,2023-06-22,83.57
P0069,2023-06-23,79.43
P0069,2023-06-23,80.43
P0069,2023-06-23,88.71
P0069,2023-06-23,85.71
P0069,2023-06-23,81.00
P0069,2023-06-24,81.29
P0069,2023-06-24,88.71
P0069,2023-06-24,101.14
P0069,2023-06-24,98.00
P0069,2023-06-24,85.86
P0069,2023-06-25,96.71
P0069,2023-06-25,97.86
P0069,2023-06-25,106.57
P0069,2023-06-25,93.43
P0069,2023-06-25,104.57
P0069,2023-06-26,101.14
P0069,2023-06-26,101.57
P0069,2023-06-26,88.57
P0069,2023-06-26,82.29
P0069,2023-06-26,73.00
P0069,2023-06-27,74.86
P0069,2023-06-27,55.29
P0069,2023-06-27,55.71
P0069,2023-06-27,70.43
P0069,2023-06-27,82.86
P0069,2023-06-28,99.00
P0069,2023-06-28,104.29
P0069,2023-06-28,107.57
P0069,2023-06-28,117.57
P0069,2023-06-28,130.86
P0069,2023-06-29,119.00
P0069,2023-06-29,118.71
P0069,2023-06-29,100.71
P0069,2023-06-29,96.86
P0069,2023-06-29,100.14
P0069,2023-06-30,91.00
P0069,2023-06-30,91.43
P0069,2023-06-30,97.71
P0069,2023-06-30,85.14
P0069,2023-06-30,88.57
P0069,2023-07-01,90.43
P0069,2023-07-01,93.14
P0069,2023-07-01,96.29
P0069,2023-07-01,84.00
P0069,2023-07-01,81.86
P0069,2023-07-02,94.29
P0069,2023-07-02,97.57
P0069,2023-07-02,93.43
P0069,2023-07-02,88.14
P0069,2023-07-02,96.14
P0069,2023-07-03,101.86
P0069,2023-07-03,92.43
P0069,2023-07-03,85.14
P0069,2023-07-03,82.57
P0069,2023-07-03,95.00
P0069,2023-07-04,94.71
P0069,2023-07-04,97.14
P0069,2023-07-04,99.29
P0069,2023-07-04,125.43
P0069,2023-07-04,120.43
P0069,2023-07-05,125.71
P0069,2023-07-05,114.71
P0069,2023-07-05,107.86
P0069,2023-07-05,93.86
P0069,2023-07-05,103.00
P0069,2023-07-06,93.00
P0069,2023-07-06,102.29
P0069,2023-07-06,110.00
P0069,2023-07-06,112.86
P0069,2023-07-06,123.43
P0069,2023-07-07,127.14
P0069,2023-07-07,118.86
P0069,2023-07-07,112.57
P0069,2023-07-07,114.71
P0069,2023-07-07,107.00
P0069,2023-07-08,104.00
P0069,2023-07-08,94.00
P0069,2023-07-08,94.14
P0069,2023-07-08,87.71
P0069,2023-07-08,86.71
P0069,2023-07-09,89.71
P0069,2023-07-09,87.14
P0069,2023-07-09,86.14
P0069,2023-07-09,94.71
P0069,2023-07-09,98.86
P0069,2023-07-10,109.86
P0069,2023-07-10,114.57
P0069,2023-07-10,106.29
P0069,2023-07-10,99.43
P0069,2023-07-10,105.71
P0069,2023-07-11,111.14
P0069,2023-07-11,102.57
P0069,2023-07-11,94.14
P0069,2023-07-11,85.43
P0069,2023-07-11,100.00
P0069,2023-07-12,111.00
P0069,2023-07-12,105.14
P0069,2023-07-12,92.57
P0069,2023-07-12,99.57
P0069,2023-07-12,108.71
P0069,2023-07-13,113.29
P0069,2023-07-13,98.29
P0069,2023-07-13,94.00
P0069,2023-07-13,100.29
P0069,2023-07-13,100.43
P0069,2023-07-14,90.57
P0069,2023-07-14,80.29
P0069,2023-07-14,77.43
P0069,2023-07-14,80.00
P0069,2023-07-14,79.71
P0069,2023-07-15,76.86
P0069,2023-07-15,87.00
P0069,2023-07-15,87.00
P0069,2023-07-15,94.43
P0069,2023-07-15,91.71
P0069,2023-07-16,87.29
P0069,2023-07-16,87.57
P0069,2023-07-16,86.57
P0069,2023-07-16,80.14
P0069,2023-07-16,82.71
P0069,2023-07-17,66.71
P0069,2023-07-17,68.71
P0069,2023-07-17,69.71
P0069,2023-07-17,69.57
P0069,2023-07-17,73.00
P0069,2023-07-18,77.29
P0069,2023-07-18,75.29
P0069,2023-07-18,89.14
P0069,2023-07-18,93.86
P0069,2023-07-18,110.57
P0069,2023-07-19,104.57
P0069,2023-07-19,100.86
P0069,2023-07-19,95.71
P0069,2023-07-19,107.57
P0069,2023-07-19,96.29
P0069,2023-07-20,86.43
P0069,2023-07-20,77.86
P0069,2023-07-20,82.14
P0069,2023-07-20,78.71
P0069,2023-07-20,73.86
P0069,2023-07-21,71.29
P0069,2023-07-21,76.29
P0069,2023-07-21,88.00
P0069,2023-07-21,87.86
P0069,2023-07-21,86.00
P0069,2023-07-22,99.14
P0069,2023-07-22,107.71
P0069,2023-07-22,98.00
P0069,2023-07-22,97.00
P0069,2023-07-22,88.00
P0069,2023-07-23,80.00
P0069,2023-07-23,86.00
P0069,2023-07-23,82.00
P0069,2023-07-23,75.29
P0069,2023-07-23,90.14
P0069,2023-07-24,94.71
P0069,2023-07-24,95.57
P0069,2023-07-24,103.71
P0069,2023-07-24,113.57
P0069,2023-07-24,104.57
P0069,2023-07-25,99.43
P0069,2023-07-25,87.86
P0069,2023-07-25,81.43
P0069,2023-07-25,83.71
P0069,2023-07-25,78.14
P0069,2023-07-26,63.57
P0069,2023-07-26,69.71
P0069,2023-07-26,70.43
P0069,2023-07-26,75.57
P0069,2023-07-26,88.86
P0069,2023-07-27,86.29
P0069,2023-07-27,81.29
P0069,2023-07-27,81.86
P0069,2023-07-27,85.86
P0069,2023-07-27,90.29
P0069,2023-07-28,88.86
P0069,2023-07-28,83.29
P0069,2023-07-28,95.71
P0069,2023-07-28,98.43
P0069,2023-07-28,105.57
P0069,2023-07-29,103.43
P0069,2023-07-29,109.86
P0069,2023-07-29,110.14
P0069,2023-07-29,100.29
P0069,2023-07-29,87.86
P0069,2023-07-30,101.14
P0069,2023-07-30,98.43
P0069,2023-07-30,98.00
P0069,2023-07-30,98.43
P0069,2023-07-30,96.14
P0069,2023-07-31,111.00
P0069,2023-07-31,111.57
P0069,2023-07-31,92.00
P0069,2023-07-31,90.00
P0069,2023-07-31,92.43
P0069,2023-08-01,84.71
P0069,2023-08-01,84.71
P0069,2023-08-01,81.29
P0069,2023-08-01,83.29
P0069,2023-08-01,90.57
P0069,2023-08-02,91.00
P0069,2023-08-02,87.00
P0069,2023-08-02,93.14
P0069,2023-08-02,98.43
P0069,2023-08-02,95.29
P0069,2023-08-03,104.43
P0069,2023-08-03,104.43
P0069,2023-08-03,102.57
P0069,2023-08-03,105.29
P0069,2023-08-03,106.43
P0069,2023-08-04,114.86
P0069,2023-08-04,110.57
P0069,2023-08-04,103.57
P0069,2023-08-04,99.14
P0069,2023-08-04,100.71
P0069,2023-08-05,99.43
P0069,2023-08-05,96.71
P0069,2023-08-05,88.57
P0069,2023-08-05,96.57
P0069,2023-08-05,97.43
P0069,2023-08-06,100.43
P0069,2023-08-06,98.71
P0069,2023-08-06,101.86
P0069,2023-08-06,99.86
P0069,2023-08-06,91.71
P0069,2023-08-07,82.29
P0069,2023-08-07,71.00
P0069,2023-08-07,67.43
P0069,2023-08-07,68.57
P0069,2023-08-07,62.00
P0069,2023-08-08,63.29
P0069,2023-08-08,74.14
P0069,2023-08-08,75.43
P0069,2023-08-08,79.29
P0069,2023-08-08,85.57
P0069,2023-08-09,77.14
P0069,2023-08-09,75.43
P0069,2023-08-09,74.71
P0069,2023-08-09,70.14
P0069,2023-08-09,86.71
P0069,2023-08-10,94.71
P0069,2023-08-10,95.29
P0069,2023-08-10,111.14
P0069,2023-08-10,124.71
P0069,2023-08-10,126.71
P0069,2023-08-11,122.14
P0069,2023-08-11,104.57
P0069,2023-08-11,103.43
P0069,2023-08-11,103.43
P0069,2023-08-11,96.86
P0069,2023-08-12,78.00
P0069,2023-08-12,73.86
P0069,2023-08-12,76.71
P0069,2023-08-12,86.00
P0069,2023-08-12,79.57
P0069,2023-08-13,74.43
P0069,2023-08-13,81.00
P0069,2023-08-13,98.86
P0069,2023-08-13,100.86
P0069,2023-08-13,116.86
P0069,2023-08-14,114.14
P0069,2023-08-14,123.29
P0069,2023-08-14,123.29
P0069,2023-08-14,113.29
P0069,2023-08-14,106.43
P0069,2023-08-15,101.71
P0069,2023-08-15,81.57
P0069,2023-08-15,78.29
P0069,2023-08-15,70.86
P0069,2023-08-15,74.00
P0069,2023-08-16,76.86
P0069,2023-08-16,75.57
P0069,2023-08-16,79.86
P0069,2023-08-16,91.29
P0069,2023-08-16,89.86
P0069,2023-08-17,91.86
P0069,2023-08-17,88.71
P0069,2023-08-17,87.57
P0069,2023-08-17,82.86
P0069,2023-08-17,84.86
P0069,2023-08-18,81.00
P0069,2023-08-18,76.71
P0069,2023-08-18,80.29
P0069,2023-08-18,86.71
P0069,2023-08-18,90.29
P0069,2023-08-19,102.71
P0069,2023-08-19,99.00
P0069,2023-08-19,96.43
P0069,2023-08-19,114.86
P0069,2023-08-19,113.57
P0069,2023-08-20,111.86
P0069,2023-08-20,103.71
P0069,2023-08-20,95.86
P0069,2023-08-20,93.14
P0069,2023-08-20,100.57
P0069,2023-08-21,90.71
P0069,2023-08-21,90.57
P0069,2023-08-21,91.57
P0069,2023-08-21,93.86
P0069,2023-08-21,92.29
P0069,2023-08-22,96.71
P0069,2023-08-22,82.29
P0069,2023-08-22,81.00
P0069,2023-08-22,73.57
P0069,2023-08-22,64.29
P0069,2023-08-23,65.57
P0069,2023-08-23,66.29
P0069,2023-08-23,72.00
P0069,2023-08-23,87.29
P0069,2023-08-23,82.71
P0069,2023-08-24,88.00
P0069,2023-08-24,94.57
P0069,2023-08-24,91.29
P0069,2023-08-24,94.86
P0069,2023-08-24,85.00
P0069,2023-08-25,83.43
P0069,2023-08-25,86.29
P0069,2023-08-25,80.71
P0069,2023-08-25,76.86
P0069,2023-08-25,78.14
P0069,2023-08-26,73.29
P0069,2023-08-26,81.00
P0069,2023-08-26,68.43
P0069,2023-08-26,74.14
P0069,2023-08-26,81.57
P0069,2023-08-27,88.43
P0069,2023-08-27,90.14
P0069,2023-08-27,91.57
P0069,2023-08-27,91.29
P0069,2023-08-27,98.57
P0069,2023-08-28,97.71
P0069,2023-08-28,100.43
P0069,2023-08-28,100.29
P0069,2023-08-28,104.14
P0069,2023-08-28,101.43
P0069,2023-08-29,104.14
P0069,2023-08-29,111.71
P0069,2023-08-29,106.43
P0069,2023-08-29,103.43
P0069,2023-08-29,101.14
P0069,2023-08-30,97.43
P0069,2023-08-30,99.43
P0069,2023-08-30,107.43
P0069,2023-08-30,94.43
P0069,2023-08-30,102.14
P0069,2023-08-31,104.29
P0069,2023-08-31,108.57
P0069,2023-08-31,113.29
P0069,2023-08-31,118.14
P0069,2023-08-31,106.00
P0069,2023-09-01,107.57
P0069,2023-09-01,104.43
P0069,2023-09-01,100.00
P0069,2023-09-01,96.00
P0069,2023-09-01,99.14
P0069,2023-09-02,89.86
P0069,2023-09-02,91.00
P0069,2023-09-02,92.86
P0069,2023-09-02,81.71
P0069,2023-09-02,87.29
P0069,2023-09-03,92.00
P0069,2023-09-03,84.00
P0069,2023-09-03,92.14
P0069,2023-09-03,83.71
P0069,2023-09-03,80.29
P0069,2023-09-04,93.29
P0069,2023-09-04,90.71
P0069,2023-09-04,96.71
P0069,2023-09-04,98.57
P0069,2023-09-04,94.57
P0069,2023-09-05,106.71
P0069,2023-09-05,109.00
P0069,2023-09-05,102.00
P0069,2023-09-05,97.86
P0069,2023-09-05,88.57
P0069,2023-09-06,97.57
P0069,2023-09-06,104.43
P0069,2023-09-06,100.71
P0069,2023-09-06,113.00
P0069,2023-09-06,115.43
P0069,2023-09-07,124.00
P0069,2023-09-07,125.86
P0069,2023-09-07,110.57
P0069,2023-09-07,97.71
P0069,2023-09-07,90.00
P0069,2023-09-08,77.00
P0069,2023-09-08,76.14
P0069,2023-09-08,67.71
P0069,2023-09-08,67.43
P0069,2023-09-08,72.00
P0069,2023-09-09,73.29
P0069,2023-09-09,80.71
P0069,2023-09-09,91.43
P0069,2023-09-09,92.57
P0069,2023-09-09,92.00
P0069,2023-09-10,90.86
P0069,2023-09-10,95.71
P0069,2023-09-10,103.14
P0069,2023-09-10,99.00
P0069,2023-09-10,101.71
P0069,2023-09-11,105.14
P0069,2023-09-11,108.43
P0069,2023-09-11,104.29
P0069,2023-09-11,110.14
P0069,2023-09-11,103.86
P0069,2023-09-12,106.29
P0069,2023-09-12,94.29
P0069,2023-09-12,93.00
P0069,2023-09-12,90.00
P0069,2023-09-12,90.00
P0069,2023-09-13,80.86
P0069,2023-09-13,82.86
P0069,2023-09-13,80.14
P0069,2023-09-13,76.86
P0069,2023-09-13,67.57
P0069,2023-09-14,68.14
P0069,2023-09-14,68.71
P0069,2023-09-14,75.14
P0069,2023-09-14,70.86
P0069,2023-09-14,77.71
P0069,2023-09-15,78.86
P0069,2023-09-15,84.57
P0069,2023-09-15,82.43
P0069,2023-09-15,78.43
P0069,2023-09-15,77.00
P0069,2023-09-16,80.57
P0069,2023-09-16,69.43
P0069,2023-09-16,72.29
P0069,2023-09-16,75.43
P0069,2023-09-16,80.71
P0069,2023-09-17,86.00
P0069,2023-09-17,85.43
P0069,2023-09-17,83.43
P0069,2023-09-17,92.57
P0069,2023-09-17,92.29
P0069,2023-09-18,84.14
P0069,2023-09-18,84.00
P0069,2023-09-18,86.14
P0069,2023-09-18,76.71
P0069,2023-09-18,75.43
P0069,2023-09-19,73.29
P0069,2023-09-19,70.14
P0069,2023-09-19,72.00
P0069,2023-09-19,72.14
P0069,2023-09-19,71.29
P0069,2023-09-20,82.86
P0069,2023-09-20,83.86
P0069,2023-09-20,83.71
P0069,2023-09-20,87.29
P0069,2023-09-20,97.86
P0069,2023-09-21,99.57
P0069,2023-09-21,102.43
P0069,2023-09-21,95.57
P0069,2023-09-21,109.00
P0069,2023-09-21,111.57
P0069,2023-09-22,110.29
P0069,2023-09-22,96.57
P0069,2023-09-22,98.00
P0069,2023-09-22,91.00
P0069,2023-09-22,91.29
P0069,2023-09-23,81.00
P0069,2023-09-23,81.43
P0069,2023-09-23,78.57
P0069,2023-09-23,93.43
P0069,2023-09-23,96.14
P0069,2023-09-24,102.29
P0069,2023-09-24,112.29
P0069,2023-09-24,113.71
P0069,2023-09-24,111.71
P0069,2023-09-24,108.86
P0069,2023-09-25,106.14
P0069,2023-09-25,98.71
P0069,2023-09-25,91.57
P0069,2023-09-25,81.57
P0069,2023-09-25,97.29
P0069,2023-09-26,89.57
P0069,2023-09-26,83.86
P0069,2023-09-26,67.43
P0069,2023-09-26,71.57
P0069,2023-09-26,86.00
P0069,2023-09-27,83.57
P0069,2023-09-27,60.43
P0069,2023-09-27,68.86
P0069,2023-09-27,80.86
P0069,2023-09-27,89.43
P0069,2023-09-28,82.43
P0069,2023-09-28,65.00
P0069,2023-09-28,70.57
P0069,2023-09-28,82.29
P0069,2023-09-28,81.00
P0069,2023-09-29,80.00
P0069,2023-09-29,86.57
P0069,2023-09-29,91.43
P0069,2023-09-29,99.86
P0069,2023-09-29,100.14
P0069,2023-09-30,98.00
P0069,2023-09-30,98.71
P0069,2023-09-30,94.57
P0069,2023-09-30,90.00
P0069,2023-09-30,87.86
P0069,2023-10-01,88.71
P0069,2023-10-01,78.43
P0069,2023-10-01,76.71
P0069,2023-10-01,87.14
P0069,2023-10-01,92.57
P0069,2023-10-02,89.00
P0069,2023-10-02,91.86
P0069,2023-10-02,83.43
P0069,2023-10-02,92.57
P0069,2023-10-02,90.43
P0069,2023-10-03,84.57
P0069,2023-10-03,88.86
P0069,2023-10-03,94.29
P0069,2023-10-03,91.86
P0069,2023-10-03,100.86
P0069,2023-10-04,100.29
P0069,2023-10-04,97.86
P0069,2023-10-04,90.29
P0069,2023-10-04,89.71
P0069,2023-10-04,88.00
P0069,2023-10-05,88.29
P0069,2023-10-05,90.14
P0069,2023-10-05,85.71
P0069,2023-10-05,88.86
P0069,2023-10-05,88.43
P0069,2023-10-06,93.29
P0069,2023-10-06,103.71
P0069,2023-10-06,105.71
P0069,2023-10-06,94.57
P0069,2023-10-06,107.57
P0069,2023-10-07,101.29
P0069,2023-10-07,106.14
P0069,2023-10-07,98.29
P0069,2023-10-07,82.86
P0069,2023-10-07,75.00
P0069,2023-10-08,83.71
P0069,2023-10-08,83.00
P0069,2023-10-08,98.14
P0069,2023-10-08,98.57
P0069,2023-10-08,86.29
P0069,2023-10-09,92.29
P0069,2023-10-09,94.71
P0069,2023-10-09,93.43
P0069,2023-10-09,88.14
P0069,2023-10-09,74.29
P0069,2023-10-10,64.86
P0069,2023-10-10,84.57
P0069,2023-10-10,82.86
P0069,2023-10-10,96.00
P0069,2023-10-10,91.71
P0069,2023-10-11,86.43
P0069,2023-10-11,89.00
P0069,2023-10-11,95.57
P0069,2023-10-11,86.57
P0069,2023-10-11,90.57
P0069,2023-10-12,77.43
P0069,2023-10-12,85.71
P0069,2023-10-12,91.00
P0069,2023-10-12,95.43
P0069,2023-10-12,96.86
P0069,2023-10-13,92.43
P0069,2023-10-13,100.71
P0069,2023-10-13,101.86
P0069,2023-10-13,103.29
P0069,2023-10-13,100.43
P0069,2023-10-14,105.71
P0069,2023-10-14,110.14
P0069,2023-10-14,127.71
P0069,2023-10-14,120.86
P0069,2023-10-14,127.00
P0069,2023-10-15,119.29
P0069,2023-10-15,113.57
P0069,2023-10-15,117.43
P0069,2023-10-15,107.71
P0069,2023-10-15,91.71
P0069,2023-10-16,82.43
P0069,2023-10-16,86.29
P0069,2023-10-16,91.57
P0069,2023-10-16,95.71
P0069,2023-10-16,77.71
P0069,2023-10-17,83.86
P0069,2023-10-17,98.71
P0069,2023-10-17,96.57
P0069,2023-10-17,85.86
P0069,2023-10-17,86.29
P0069,2023-10-18,87.14
P0069,2023-10-18,96.57
P0069,2023-10-18,98.29
P0069,2023-10-18,82.00
P0069,2023-10-18,91.00
P0069,2023-10-19,95.57
P0069,2023-10-19,88.43
P0069,2023-10-19,86.86
P0069,2023-10-19,86.57
P0069,2023-10-19,80.86
P0069,2023-10-20,89.00
P0069,2023-10-20,89.43
P0069,2023-10-20,85.00
P0069,2023-10-20,79.86
P0069,2023-10-20,86.57
P0069,2023-10-21,76.71
P0069,2023-10-21,75.86
P0069,2023-10-21,76.57
P0069,2023-10-21,87.71
P0069,2023-10-21,88.14
P0069,2023-10-22,91.86
P0069,2023-10-22,83.29
P0069,2023-10-22,83.71
P0069,2023-10-22,84.29
P0069,2023-10-22,87.14
P0069,2023-10-23,77.57
P0069,2023-10-23,79.57
P0069,2023-10-23,87.14
P0069,2023-10-23,89.29
P0069,2023-10-23,96.43
P0069,2023-10-24,101.29
P0069,2023-10-24,101.71
P0069,2023-10-24,101.71
P0069,2023-10-24,109.86
P0069,2023-10-24,114.86
P0069,2023-10-25,112.43
P0069,2023-10-25,113.29
P0069,2023-10-25,108.71
P0069,2023-10-25,101.57
P0069,2023-10-25,95.86
P0069,2023-10-26,96.29
P0069,2023-10-26,87.29
P0069,2023-10-26,90.71
P0069,2023-10-26,87.43
P0069,2023-10-26,97.43
P0069,2023-10-27,103.43
P0069,2023-10-27,105.29
P0069,2023-10-27,97.00
P0069,2023-10-27,92.86
P0069,2023-10-27,91.14
P0069,2023-10-28,97.29
P0069,2023-10-28,84.29
P0069,2023-10-28,79.29
P0069,2023-10-28,81.29
P0069,2023-10-28,88.71
P0069,2023-10-29,98.57
P0069,2023-10-29,97.86
P0069,2023-10-29,91.29
P0069,2023-10-29,94.14
P0069,2023-10-29,93.86
P0069,2023-10-30,99.43
P0069,2023-10-30,95.57
P0069,2023-10-30,90.86
P0069,2023-10-30,94.00
P0069,2023-10-30,90.29
P0069,2023-10-31,90.14
P0069,2023-10-31,84.14
P0069,2023-10-31,82.14
P0069,2023-10-31,90.43
P0069,2023-10-31,98.57
P0069,2023-11-01,119.57
P0069,2023-11-01,131.86
P0069,2023-11-01,138.57
P0069,2023-11-01,155.29
P0069,2023-11-01,159.29
P0069,2023-11-02,165.14
P0069,2023-11-02,180.14
P0069,2023-11-02,172.71
P0069,2023-11-02,170.43
P0069,2023-11-02,165.43
P0069,2023-11-03,155.29
P0069,2023-11-03,156.86
P0069,2023-11-03,145.14
P0069,2023-11-03,117.14
P0069,2023-11-03,104.71
P0069,2023-11-04,105.00
P0069,2023-11-04,107.43
P0069,2023-11-04,99.43
P0069,2023-11-04,93.86
P0069,2023-11-04,86.14
P0069,2023-11-05,90.71
P0069,2023-11-05,98.00
P0069,2023-11-05,100.71
P0069,2023-11-05,100.00
P0069,2023-11-05,112.00
P0069,2023-11-06,112.14
P0069,2023-11-06,120.00
P0069,2023-11-06,129.29
P0069,2023-11-06,132.14
P0069,2023-11-06,134.86
P0069,2023-11-07,139.00
P0069,2023-11-07,146.29
P0069,2023-11-07,143.00
P0069,2023-11-07,147.00
P0069,2023-11-07,141.43
P0069,2023-11-08,140.57
P0069,2023-11-08,140.29
P0069,2023-11-08,141.71
P0069,2023-11-08,128.86
P0069,2023-11-08,122.86
P0069,2023-11-09,127.86
P0069,2023-11-09,132.86
P0069,2023-11-09,123.71
P0069,2023-11-09,134.43
P0069,2023-11-09,130.57
P0069,2023-11-10,135.71
P0069,2023-11-10,143.43
P0069,2023-11-10,136.14
P0069,2023-11-10,124.00
P0069,2023-11-10,120.14
P0069,2023-11-11,99.57
P0069,2023-11-11,103.29
P0069,2023-11-11,102.86
P0069,2023-11-11,108.57
P0069,2023-11-11,99.00
P0069,2023-11-12,108.00
P0069,2023-11-12,118.00
P0069,2023-11-12,134.00
P0069,2023-11-12,148.43
P0069,2023-11-12,156.00
P0069,2023-11-13,162.29
P0069,2023-11-13,170.29
P0069,2023-11-13,162.71
P0069,2023-11-13,162.86
P0069,2023-11-13,163.43
P0069,2023-11-14,142.29
P0069,2023-11-14,122.57
P0069,2023-11-14,105.14
P0069,2023-11-14,97.43
P0069,2023-11-14,95.29
P0069,2023-11-15,100.29
P0069,2023-11-15,89.14
P0069,2023-11-15,100.71
P0069,2023-11-15,119.71
P0069,2023-11-15,124.57
P0069,2023-11-16,131.29
P0069,2023-11-16,142.29
P0069,2023-11-16,142.00
P0069,2023-11-16,145.57
P0069,2023-11-16,142.43
P0069,2023-11-17,132.00
P0069,2023-11-17,130.29
P0069,2023-11-17,136.86
P0069,2023-11-17,140.00
P0069,2023-11-17,131.86
P0069,2023-11-18,124.57
P0069,2023-11-18,120.57
P0069,2023-11-18,125.43
P0069,2023-11-18,140.43
P0069,2023-11-18,139.86
P0069,2023-11-19,134.57
P0069,2023-11-19,134.71
P0069,2023-11-19,135.29
P0069,2023-11-19,124.71
P0069,2023-11-19,124.43
P0069,2023-11-20,111.57
P0069,2023-11-20,99.71
P0069,2023-11-20,114.00
P0069,2023-11-20,109.14
P0069,2023-11-20,113.71
P0069,2023-11-21,107.43
P0069,2023-11-21,110.71
P0069,2023-11-21,109.57
P0069,2023-11-21,111.57
P0069,2023-11-21,94.43
P0069,2023-11-22,96.71
P0069,2023-11-22,92.29
P0069,2023-11-22,114.14
P0069,2023-11-22,113.71
P0069,2023-11-22,112.14
P0069,2023-11-23,118.29
P0069,2023-11-23,124.00
P0069,2023-11-23,132.29
P0069,2023-11-23,141.29
P0069,2023-11-23,140.29
P0069,2023-11-24,140.29
P0069,2023-11-24,158.43
P0069,2023-11-24,156.14
P0069,2023-11-24,154.71
P0069,2023-11-24,144.43
P0069,2023-11-25,134.43
P0069,2023-11-25,129.71
P0069,2023-11-25,127.14
P0069,2023-11-25,120.71
P0069,2023-11-25,121.43
P0069,2023-11-26,117.71
P0069,2023-11-26,125.29
P0069,2023-11-26,140.14
P0069,2023-11-26,143.71
P0069,2023-11-26,153.14
P0069,2023-11-27,136.14
P0069,2023-11-27,131.57
P0069,2023-11-27,137.43
P0069,2023-11-27,138.86
P0069,2023-11-27,139.29
P0069,2023-11-28,146.14
P0069,2023-11-28,136.00
P0069,2023-11-28,137.29
P0069,2023-11-28,146.71
P0069,2023-11-28,148.57
P0069,2023-11-29,128.43
P0069,2023-11-29,118.14
P0069,2023-11-29,107.71
P0069,2023-11-29,98.00
P0069,2023-11-29,110.71
P0069,2023-11-30,104.29
P0069,2023-11-30,108.00
P0069,2023-11-30,141.86
P0069,2023-11-30,138.43
P0069,2023-11-30,130.29
P0069,2023-12-01,144.14
P0069,2023-12-01,149.86
P0069,2023-12-01,154.00
P0069,2023-12-01,139.86
P0069,2023-12-01,122.29
P0069,2023-12-02,122.57
P0069,2023-12-02,128.00
P0069,2023-12-02,120.00
P0069,2023-12-02,105.00
P0069,2023-12-02,91.71
P0069,2023-12-03,99.43
P0069,2023-12-03,98.29
P0069,2023-12-03,100.29
P0069,2023-12-03,110.43
P0069,2023-12-03,108.43
P0069,2023-12-04,117.00
P0069,2023-12-04,122.43
P0069,2023-12-04,114.14
P0069,2023-12-04,103.43
P0069,2023-12-04,106.14
P0069,2023-12-05,98.43
P0069,2023-12-05,98.43
P0069,2023-12-05,97.00
P0069,2023-12-05,107.71
P0069,2023-12-05,119.86
P0069,2023-12-06,127.14
P0069,2023-12-06,121.71
P0069,2023-12-06,131.57
P0069,2023-12-06,136.14
P0069,2023-12-06,136.00
P0069,2023-12-07,131.29
P0069,2023-12-07,124.57
P0069,2023-12-07,131.57
P0069,2023-12-07,128.43
P0069,2023-12-07,124.43
P0069,2023-12-08,118.29
P0069,2023-12-08,115.57
P0069,2023-12-08,122.14
P0069,2023-12-08,125.29
P0069,2023-12-08,134.57
P0069,2023-12-09,141.29
P0069,2023-12-09,136.14
P0069,2023-12-09,134.86
P0069,2023-12-09,137.14
P0069,2023-12-09,130.57
P0069,2023-12-10,133.29
P0069,2023-12-10,119.00
P0069,2023-12-10,112.57
P0069,2023-12-10,116.29
P0069,2023-12-10,119.86
P0069,2023-12-11,132.86
P0069,2023-12-11,135.00
P0069,2023-12-11,132.71
P0069,2023-12-11,133.00
P0069,2023-12-11,134.43
P0069,2023-12-12,125.71
P0069,2023-12-12,128.86
P0069,2023-12-12,113.29
P0069,2023-12-12,101.86
P0069,2023-12-12,102.43
P0069,2023-12-13,99.00
P0069,2023-12-13,110.29
P0069,2023-12-13,128.57
P0069,2023-12-13,122.86
P0069,2023-12-13,116.71
P0069,2023-12-14,132.43
P0069,2023-12-14,146.00
P0069,2023-12-14,153.00
P0069,2023-12-14,147.29
P0069,2023-12-14,124.00
P0069,2023-12-15,121.29
P0069,2023-12-15,125.71
P0069,2023-12-15,123.43
P0069,2023-12-15,108.29
P0069,2023-12-15,113.14
P0069,2023-12-16,123.14
P0069,2023-12-16,137.86
P0069,2023-12-16,156.43
P0069,2023-12-16,159.86
P0069,2023-12-16,156.14
P0069,2023-12-17,156.00
P0069,2023-12-17,145.29
P0069,2023-12-17,142.29
P0069,2023-12-17,135.86
P0069,2023-12-17,118.86
P0069,2023-12-18,107.71
P0069,2023-12-18,107.71
P0069,2023-12-18,106.00
P0069,2023-12-18,99.29
